Start Time		2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
SH	5	0	0	0	0	0	0	0	0	0	0	7372	7647	7860	7803	7759	7771	7817	7766	7702	7566	7464	7400	7423	7391	7371	7386	7361	7354	7409	7459	7414	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	7422	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761	8761
MV	2	0	0	0	0	0	0	0	0	0	0	3556	4029	4622	4691	4846	5086	5327	5433	5394	5266	5161	5069	5084	5062	5049	5059	5042	5037	5074	5109	5078	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	5084	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001	6001
NRW	9	6099	6099	6099	6099	6099	6099	6099	6099	6099	6099	6099	6434	6854	7008	7196	7460	7735	7884	7994	8008	8015	8063	8088	8053	8031	8048	8020	8013	8072	8128	8079	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087	8087
HE	2	2293	2293	2293	2293	2293	2293	2293	2293	2293	2293	2293	2513	2709	2954	3556	4331	5120	5822	6476	6886	7048	7071	7093	7062	7043	7058	7033	7027	7079	7127	7085	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092	7092
TH	2	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1289	1295	1297	1353	1418	1487	1545	1537	1529	1503	1479	1473	1478	1472	1468	1471	1466	1464	1475	1485	1476	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478	1478
SX	3	1682	1682	1682	1682	1682	1682	1682	1682	1682	1682	1682	1812	1840	1883	1941	1957	1970	1963	1955	1926	1899	1893	1899	1891	1886	1889	1883	1881	1895	1908	1897	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899	1899
RLF	5	3799	3799	3799	3799	3799	3799	3799	3799	3799	3799	3799	3930	3964	4222	4405	4470	4528	4525	4488	4403	4328	4296	4310	4291	4280	4288	4273	4270	4301	4331	4305	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309	4309
SL	1	480	480	480	480	480	480	480	480	480	480	480	483	481	553	548	546	547	541	535	523	513	507	509	506	505	506	504	504	508	511	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508	508
BW	3	1612	1612	1612	1612	1612	1612	1612	1612	1612	1612	1612	1720	1783	2110	2346	2509	2687	2830	2936	2974	2967	2976	2986	2973	2965	2971	2961	2958	2980	3000	2982	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985	2985
BY	6	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2684	2715	2680	2849	3064	3319	3587	3828	4055	4228	4397	4577	4591	4571	4559	4568	4552	4548	4582	4613	4585	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590	4590
DE Onshore 2886 BR 52.0 13.125	BR	0	0	0	0	0	0	0	0	0	0	1866.75	1928.5	2068.5	2166.75	2235	2311.75	2432.5	2580.5	2693.25	2765.75	2777	2779.25	2787.75	2775.75	2768.25	2774	2764.25	2762	2782.25	2801.5	2784.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25
DE Onshore 2977 BR 52.5 14.375	BR	0	0	0	0	0	0	0	0	0	0	1866.75	1928.5	2068.5	2166.75	2235	2311.75	2432.5	2580.5	2693.25	2765.75	2777	2779.25	2787.75	2775.75	2768.25	2774	2764.25	2762	2782.25	2801.5	2784.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25
DE Onshore 3062 BR 53.0 11.875	BR	0	0	0	0	0	0	0	0	0	0	1866.75	1928.5	2068.5	2166.75	2235	2311.75	2432.5	2580.5	2693.25	2765.75	2777	2779.25	2787.75	2775.75	2768.25	2774	2764.25	2762	2782.25	2801.5	2784.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25
DE Onshore 3064 BR 53.0 13.125	BR	0	0	0	0	0	0	0	0	0	0	1866.75	1928.5	2068.5	2166.75	2235	2311.75	2432.5	2580.5	2693.25	2765.75	2777	2779.25	2787.75	2775.75	2768.25	2774	2764.25	2762	2782.25	2801.5	2784.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	2787.5	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25	3290.25
DE Onshore 2168 BW 48.0 9.375	BW	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	573.3333333	594.3333333	703.3333333	782	836.3333333	895.6666667	943.3333333	978.6666667	991.3333333	989	992	995.3333333	991	988.3333333	990.3333333	987	986	993.3333333	1000	994	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995
DE Onshore 2255 BW 48.5 8.125	BW	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	573.3333333	594.3333333	703.3333333	782	836.3333333	895.6666667	943.3333333	978.6666667	991.3333333	989	992	995.3333333	991	988.3333333	990.3333333	987	986	993.3333333	1000	994	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995
DE Onshore 2435 BW 49.5 9.375	BW	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	537.3333333	573.3333333	594.3333333	703.3333333	782	836.3333333	895.6666667	943.3333333	978.6666667	991.3333333	989	992	995.3333333	991	988.3333333	990.3333333	987	986	993.3333333	1000	994	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995	995
DE Onshore 2170 BY 48.0 10.625	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2172 BY 48.0 11.875	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2262 BY 48.5 12.5	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2348 BY 49.0 10.625	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2438 BY 49.5 11.25	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2440 BY 49.5 12.5	BY	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	447.3333333	452.5	446.6666667	474.8333333	510.6666667	553.1666667	597.8333333	638	675.8333333	704.6666667	732.8333333	762.8333333	765.1666667	761.8333333	759.8333333	761.3333333	758.6666667	758	763.6666667	768.8333333	764.1666667	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765	765
DE Onshore 2613 HE 50.5 9.375	HE	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1256.5	1354.5	1477	1778	2165.5	2560	2911	3238	3443	3524	3535.5	3546.5	3531	3521.5	3529	3516.5	3513.5	3539.5	3563.5	3542.5	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546
DE Onshore 2701 HE 51.0 8.75	HE	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1146.5	1256.5	1354.5	1477	1778	2165.5	2560	2911	3238	3443	3524	3535.5	3546.5	3531	3521.5	3529	3516.5	3513.5	3539.5	3563.5	3542.5	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546	3546
DE Onshore 3151 MV 53.5 11.875	MV	0	0	0	0	0	0	0	0	0	0	1778	2014.5	2311	2345.5	2423	2543	2663.5	2716.5	2697	2633	2580.5	2534.5	2542	2531	2524.5	2529.5	2521	2518.5	2537	2554.5	2539	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5
DE Onshore 3242 MV 54.0 13.125	MV	0	0	0	0	0	0	0	0	0	0	1778	2014.5	2311	2345.5	2423	2543	2663.5	2716.5	2697	2633	2580.5	2534.5	2542	2531	2524.5	2529.5	2521	2518.5	2537	2554.5	2539	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	2542	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5	3000.5
DE Onshore 2608 NRW 50.5 6.25	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2697 NRW 51.0 6.25	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2698 NRW 51.0 6.875	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2699 NRW 51.0 7.5	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2787 NRW 51.5 6.875	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2788 NRW 51.5 7.5	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2789 NRW 51.5 8.125	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
DE Onshore 2790 NRW 51.5 8.75	NRW	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	677.6666667	714.8888889	761.5555556	778.6666667	799.5555556	828.8888889	859.4444444	876	888.2222222	889.7777778	890.5555556	895.8888889	898.6666667	894.7777778	892.3333333	894.2222222	891.1111111	890.3333333	896.8888889	903.1111111	897.6666667	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556	898.5555556
