Input	Generic Wind Power Curve	Generic Onshore Wind Power Curve	Generic Offshore Wind Power Curve	Siemes SWT 36 120	Siemes SWT 60 154	LWST Offshore Wind Power Curve	HWST Offshore Wind Power Curve	NWST Wind Power Curve	HWST Wind Power Curve	LWST Wind Power Curve	NWST Offshore Wind Power Curve	Nordsee One Power Curve	NWST Wind Power Curve PL
139.8	0	0	0	0	0	0	0	0	0	0	0	0	0
139.9	0	0	0	0	0	0	0	0	0	0	0	0	0
140	0	0	0	0	0	0	0	0	0	0	0	0	0
140.1	0	0	0	0	0	0	0	0	0	0	0	0	0
140.2	0	0	0	0	0	0	0	0	0	0	0	0	0
140.3	0	0	0	0	0	0	0	0	0	0	0	0	0
140.4	0	0	0	0	0	0	0	0	0	0	0	0	0
140.5	0	0	0	0	0	0	0	0	0	0	0	0	0
140.6	0	0	0	0	0	0	0	0	0	0	0	0	0
140.7	0	0	0	0	0	0	0	0	0	0	0	0	0
140.8	0	0	0	0	0	0	0	0	0	0	0	0	0
140.9	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	0	0	0	0	0	0	0	0	0	0	0
141.1	0	0	0	0	0	0	0	0	0	0	0	0	0
141.2	0	0	0	0	0	0	0	0	0	0	0	0	0
141.3	0	0	0	0	0	0	0	0	0	0	0	0	0
141.4	0	0	0	0	0	0	0	0	0	0	0	0	0
141.5	0	0	0	0	0	0	0	0	0	0	0	0	0
141.6	0	0	0	0	0	0	0	0	0	0	0	0	0
141.7	0	0	0	0	0	0	0	0	0	0	0	0	0
141.8	0	0	0	0	0	0	0	0	0	0	0	0	0
141.9	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	0	0	0	0	0	0	0	0	0	0	0
142.1	0	0	0	0	0	0	0	0	0	0	0	0	0
142.2	0	0	0	0	0	0	0	0	0	0	0	0	0
142.3	0	0	0	0	0	0	0	0	0	0	0	0	0
142.4	0	0	0	0	0	0	0	0	0	0	0	0	0
142.5	0	0	0	0	0	0	0	0	0	0	0	0	0
142.6	0	0	0	0	0	0	0	0	0	0	0	0	0
142.7	0	0	0	0	0	0	0	0	0	0	0	0	0
142.8	0	0	0	0	0	0	0	0	0	0	0	0	0
142.9	0	0	0	0	0	0	0	0	0	0	0	0	0
143	0	0	0	0	0	0	0	0	0	0	0	0	0
143.1	0	0	0	0	0	0	0	0	0	0	0	0	0
143.2	0	0	0	0	0	0	0	0	0	0	0	0	0
143.3	0	0	0	0	0	0	0	0	0	0	0	0	0
143.4	0	0	0	0	0	0	0	0	0	0	0	0	0
143.5	0	0	0	0	0	0	0	0	0	0	0	0	0
143.6	0	0	0	0	0	0	0	0	0	0	0	0	0
143.7	0	0	0	0	0	0	0	0	0	0	0	0	0
143.8	0	0	0	0	0	0	0	0	0	0	0	0	0
143.9	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	0	0	0	0	0	0	0	0	0	0	0	0
144.1	0	0	0	0	0	0	0	0	0	0	0	0	0
144.2	0	0	0	0	0	0	0	0	0	0	0	0	0
144.3	0	0	0	0	0	0	0	0	0	0	0	0	0
144.4	0	0	0	0	0	0	0	0	0	0	0	0	0
144.5	0	0	0	0	0	0	0	0	0	0	0	0	0
